seq_len,wall_time,cpu_time,rnadist string,rnadist tree,rnapdist,f1score,mcc,auc
75,0.004,0.004,0,0,3.323,1.0,1.0,
96,0.014,0.014,0,0,34.789,1.0,1.0,
103,0.615,0.616,8,4,22.614,0.961,0.942,
41,0.01,0.01,0,0,6.094,1.0,1.0,
102,0.108,0.108,4,2,19.796,0.98,0.97,
233,3.802,3.817,10,6,50.131,0.974,0.962,
34,0.035,0.035,8,4,5.248,0.882,0.838,
182,0.391,0.392,4,2,57.756,0.989,0.983,
67,0.358,0.359,16,8,13.398,0.881,0.83,
58,0.128,0.128,24,12,40.022,0.793,0.611,
71,0.246,0.247,24,14,29.134,0.803,0.719,
120,0.015,0.015,0,0,21.021,1.0,1.0,
392,150.883,151.18,82,42,150.42,0.893,0.846,
91,0.021,0.022,0,0,21.149,1.0,1.0,
341,8.259,8.275,10,6,115.709,0.982,0.973,
98,17.877,17.98,16,8,16.059,0.918,0.885,
266,17.258,17.359,54,27,175.054,0.895,0.822,
135,0.604,0.605,4,2,45.764,0.985,0.978,
127,0.188,0.189,4,2,29.72,0.984,0.977,
67,0.013,0.014,0,0,42.029,1.0,1.0,
61,0.039,0.039,4,2,27.628,0.967,0.806,
233,5.7,5.712,52,26,111.332,0.888,0.802,
155,0.289,0.29,0,0,32.368,1.0,1.0,
215,0.926,0.928,12,6,125.207,0.972,0.949,
392,216.449,216.858,86,42,144.108,0.893,0.847,
118,0.015,0.016,0,0,18.48,1.0,1.0,
114,0.875,0.877,12,6,84.432,0.947,0.88,
29,0.001,0.001,0,0,1.953,1.0,1.0,
87,1.216,1.219,34,18,47.401,0.793,0.648,
34,0.019,0.02,4,2,9.151,0.941,0.844,
242,74.508,74.652,36,20,134.067,0.921,0.867,
258,2.297,2.301,8,4,81.421,0.984,0.976,
28,0.007,0.008,4,2,1.5,0.929,0.894,
114,0.03,0.03,0,0,29.618,1.0,1.0,
43,0.008,0.008,4,2,6.127,0.953,0.893,
118,0.201,0.202,12,6,47.538,0.949,0.913,
29,0.012,0.013,4,2,0.982,0.931,0.898,
150,2.272,2.277,16,8,28.037,0.947,0.92,
184,3.033,3.039,20,10,90.253,0.946,0.904,
121,0.021,0.022,0,0,32.008,1.0,1.0,
38,0.002,0.002,0,0,13.3,1.0,1.0,
70,0.004,0.004,0,0,4.619,1.0,1.0,
120,0.214,0.215,4,2,41.299,0.983,0.975,
39,0.013,0.013,0,0,9.095,1.0,1.0,
83,0.253,0.254,10,6,22.26,0.928,0.895,
34,0.038,0.038,8,4,6.148,0.882,0.838,
36,0.033,0.033,4,2,36.56,0.944,0.9,
38,0.001,0.001,0,0,4.26,1.0,1.0,
52,0.016,0.016,0,0,7.995,1.0,1.0,
111,0.009,0.009,0,0,22.824,1.0,1.0,
77,0.214,0.215,12,6,15.276,0.922,0.883,
119,0.521,0.524,4,2,22.682,0.983,0.975,
91,0.495,0.498,8,6,47.579,0.934,0.905,
72,0.11,0.111,4,2,23.497,0.972,0.947,
76,0.246,0.246,14,6,28.501,0.921,0.877,
339,2.522,2.527,30,16,224.983,0.953,0.887,
120,0.015,0.015,0,0,20.519,1.0,1.0,
43,0.001,0.001,0,0,1.99,1.0,1.0,
369,21.726,21.768,40,20,160.345,0.946,0.915,
78,0.125,0.125,8,4,7.629,0.949,0.926,
57,0.047,0.048,4,2,15.053,0.965,0.949,
190,1.512,1.515,34,18,86.882,0.905,0.858,
73,0.186,0.186,12,6,51.716,0.918,0.875,
30,0.01,0.01,4,2,1.428,0.933,0.903,
119,0.015,0.015,0,0,32.109,1.0,1.0,
159,0.303,0.304,14,8,60.92,0.95,0.916,
118,0.343,0.343,6,4,27.733,0.966,0.948,
188,7.674,7.689,28,13,60.878,0.931,0.898,
45,0.003,0.003,0,0,3.115,1.0,1.0,
71,0.144,0.144,12,6,17.435,0.915,0.879,
369,12.761,12.786,36,18,303.134,0.951,0.766,
